id,name,day_of_year,entry_fee,reward_pool,charisma_reward,duration_value,duration_unit,tags,description_html,required_license_id,required_object_ids,quest_id,position_rewards,type,resolution_method,success_rate,encounter_id,base_cost,stamina_cost,risk_factor,payout,payout_freq_type,payout_freq,payout_freq_unit,sponsor_quest_id,sponsor_object_id,sponsor_payouts,sponsor_equipment_ids
race_snetterton_open_january,Snetterton January Open Race,12,450,2600,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_oulton_open_february,Oulton Park February Open Race,42,500,3100,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_cadwell_open_march,Cadwell Park March Open Race,75,475,2900,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_knockhill_open_april,Knockhill April Open Race,103,525,3200,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_snetterton_open_may,Snetterton May Open Race,132,550,3400,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_thruxton_open_june,Thruxton June Open Race,166,500,3000,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_castle_combe_open_july,Castle Combe July Open Race,194,525,3300,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_donington_open_august,Donington Park August Open Race,222,550,3500,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_brands_hatch_open_september,Brands Hatch September Open Race,252,575,3600,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_oulton_open_october,Oulton Park October Open Race,285,500,3100,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_silverstone_open_november,Silverstone November Open Race,313,600,4200,3,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
race_croft_open_december,Croft December Open Race,342,525,3300,2,1,day,race;uk,./html/event.html,license_basic,,,,race,manual,1.0,,,,,,,,,,,,
btcc_sponsor_paddock_day,BTCC Sponsor Paddock Day,72,100,0,4,1,day,social;sponsor;btcc,./html/btcc_sponsor_paddock_day.html,,btcc_toca,,,social,manual,1.0,,,,,,,,,,,,
honda_civic_enthusiasts_meet,Honda Civic Enthusiasts Meet,109,25,0,3,4,hours,social;enthusiast;honda,./html/honda_civic_enthusiasts_meet.html,,honda_civic,,,social,manual,1.0,,,,,,,,,,,,
caterham_lightweight_festival,Caterham Lightweight Festival,150,75,0,3,1,day,social;enthusiast;caterham,./html/caterham_lightweight_festival.html,,Caterham_320,,,social,manual,1.0,,,,,,,,,,,,
gt_supercar_media_day,GT and Supercar Media Day,180,150,0,4,1,day,social;media;gt,./html/gt_supercar_media_day.html,,gt;ngt;porsche_cup,,,social,manual,1.0,,,,,,,,,,,,
hot_hatch_enthusiasts_meet,Hot Hatch Enthusiasts Meet,205,30,0,3,6,hours,social;enthusiast;hot_hatch,./html/hot_hatch_enthusiasts_meet.html,,alfa_mito;citroen_ds3;ford_fiesta;seat_ibiza;vauxhall_corsa;peugeot_207;toyota_yaris;renault_clio,,,social,manual,1.0,,,,,,,,,,,,
ginetta_tvr_charity_show,Ginetta and TVR Charity Show,250,60,0,4,1,day,social;charity;ginetta;tvr,./html/ginetta_tvr_charity_show.html,,ginetta_gt4;tvr_t400r,,,social,manual,1.0,,,,,,,,,,,,
touring_car_charity_parade,Touring Car Charity Parade,320,40,0,5,1,day,social;charity;touring_car,./html/touring_car_charity_parade.html,,btcc_toca;honda_civic,,,social,manual,1.0,,,,,,,,,,,,
act_work,9-5 job,0,0,0,0,0,day,activity,./html/event_work.html,,,,,work,random,0.8,,0,1,0.0,250,recurring,1,week,,,,
act_work_b,9-9 harder job,0,0,0,0,0,day,activity,./html/event_work_b.html,,,,,work,random,0.7,,0,2,0.0,300,recurring,1,week,,,,
act_work_temp,Temporary Job,0,0,0,0,0,day,activity,./html/event_work_temp.html,,,,,work,random,0.95,,0,3,0.0,11,once,0,day,,,,
act_trade,High-Risk Crypto Trade,0,500,0,0,0,day,activity,./html/event_activity.html,,,,,trade,random,0.05,,500,2,0.7,5000,once,0,day,,,,
act_personal_loan,Personal Loan,0,0,0,0,0,day,finance,./html/event_loan.html,,,,,trade,random,0.5,,0,10,0,17500,once,0,day,,,,
act_sponsor_honda_civic_national,Honda Civic National Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_north.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,honda_civic_fm_national,honda_civic,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_sponsor_honda_civic_club,Honda Civic Club Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_central.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,honda_civic_fm_club,honda_civic,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_sponsor_ford_fiesta_national,Ford Fiesta National Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_south.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,ford_fiesta_st150_national,ford_fiesta_st150,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_sponsor_ford_fiesta_club,Ford Fiesta Club Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_north.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,ford_fiesta_st150_club,ford_fiesta_st150,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_sponsor_hot_hatch_national,Hot Hatch National Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_central.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,uk_amateur_hot_hatch_national,honda_civic,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_sponsor_hot_hatch_club,Hot Hatch Club Championship Sponsor,0,0,0,0,0,day,activity,./html/event_sponsor_honda_south.html,,,,,sponsor,encounter,0.05,honda_showdown,0,1,0.0,0,recurring,1,year,uk_amateur_hot_hatch_club,honda_civic,1:5000;2:3000;3:2000;default:500,sponsored_gloves;sponsored_shoes;sponsored_track_suit
act_delivery_courier,Local delivery courier,0,0,0,0,0,day,activity,./html/money_delivery_courier.html,,,,,work,random,0.85,,0,2,0.1,100,recurring,1,week,,,,
act_freelance_writing,Freelance writing,0,0,0,0,0,day,activity,./html/money_freelance_writing.html,,,,,work,random,0.8,,0,1,0.1,150,recurring,1,week,,,,
act_tutoring,Private tutoring,0,0,0,0,0,day,activity,./html/money_tutoring.html,,,,,work,random,0.82,,0,2,0.1,200,recurring,1,week,,,,
act_pet_sitting,Pet sitting service,0,0,0,0,0,day,activity,./html/money_pet_sitting.html,,,,,work,random,0.9,,0,1,0.0,117,recurring,1,week,,,,
act_food_stall,Weekend food stall,0,100,0,0,0,day,activity,./html/money_food_stall.html,,,,,trade,random,0.75,,100,3,0.4,267,recurring,1,week,,,,
act_photo_sessions,Portrait photography sessions,0,0,0,0,0,day,activity,./html/money_photo_sessions.html,,,,,work,random,0.8,,0,2,0.1,117,once,0,day,,,,
act_market_flipping,Market flipping,0,500,0,0,0,day,activity,./html/money_market_flipping.html,,,,,trade,random,0.55,,500,2,0.7,334,once,0,day,,,,
act_online_resale,Online resale shop,0,300,0,0,0,day,activity,./html/money_online_resale.html,,,,,trade,random,0.65,,300,1,0.5,217,once,0,day,,,,
act_repair_service,Small repair service,0,0,0,0,0,day,activity,./html/money_repair_service.html,,,,,work,random,0.8,,0,2,0.1,167,recurring,1,week,,,,
act_handmade_crafts,Handmade crafts shop,0,150,0,0,0,day,activity,./html/money_handmade_crafts.html,,,,,trade,random,0.75,,150,2,0.3,184,recurring,1,week,,,,
act_gig_musician,Live music gigs,0,0,0,0,0,day,activity,./html/money_gig_musician.html,,,,,work,random,0.65,,0,3,0.2,234,recurring,1,week,,,,
act_event_staffing,Event staffing shift,0,0,0,0,0,day,activity,./html/money_event_staffing.html,,,,,work,random,0.9,,0,2,0.0,100,once,0,day,,,,
act_research_assistant,Research assistant contract,0,0,0,0,0,day,activity,./html/money_research_assistant.html,,,,,work,random,0.82,,0,2,0.1,250,recurring,1,week,,,,
act_virtual_assistant,Virtual assistant contract,0,0,0,0,0,day,activity,./html/money_virtual_assistant.html,,,,,work,random,0.85,,0,2,0.1,167,recurring,1,week,,,,
act_garden_maintenance,Garden maintenance rounds,0,0,0,0,0,day,activity,./html/money_garden_maintenance.html,,,,,work,random,0.9,,0,2,0.0,150,recurring,1,week,,,,
act_translation,Translation work,0,0,0,0,0,day,activity,./html/money_translation.html,,,,,work,random,0.78,,0,3,0.1,300,recurring,1,week,,,,
act_streaming,Streaming channel,0,0,0,0,0,day,activity,./html/money_streaming.html,,,,,trade,random,0.6,,0,1,0.2,117,recurring,1,week,,,,
act_consulting,Independent consulting,0,0,0,0,0,day,activity,./html/money_consulting.html,,,,,work,random,0.65,,0,3,0.2,400,recurring,1,week,,,,
act_fitness_coaching,Fitness coaching,0,0,0,0,0,day,activity,./html/money_fitness_coaching.html,,,,,work,random,0.8,,0,2,0.1,217,recurring,1,week,,,,
act_grant_application,Small grant application,0,0,0,0,0,day,activity,./html/money_grant_application.html,,,,,trade,random,0.25,,0,1,0.3,500,once,0,day,,,,
honda_civic_fm_national_round_1,Honda Civic FM Championship - National Series - Round 1: Castle Combe,93,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_2,Honda Civic FM Championship - National Series - Round 2: Thruxton,121,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_3,Honda Civic FM Championship - National Series - Round 3: Cadwell Park,149,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_4,Honda Civic FM Championship - National Series - Round 4: Snetterton (200),177,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_5,Honda Civic FM Championship - National Series - Round 5: Croft,205,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_6,Honda Civic FM Championship - National Series - Round 6: Anglesey (Coastal),233,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_7,Honda Civic FM Championship - National Series - Round 7: Mondello Park (International),261,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_national_round_8,Honda Civic FM Championship - National Series - Round 8: Brands Hatch (Indy)- Finale,289,250,750,2,2,day,race;championship;honda;civic;national,./html/event.html,license_basic,honda_civic,honda_civic_fm_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_1,Honda Civic FM Championship - Club Series - Round 1: Mallory Park,101,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_2,Honda Civic FM Championship - Club Series - Round 2: Pembrey,129,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_3,Honda Civic FM Championship - Club Series - Round 3: Bedford Autodrome (SEN),164,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_4,Honda Civic FM Championship - Club Series - Round 4: Mondello Park (National),192,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_5,Honda Civic FM Championship - Club Series - Round 5: Aintree,220,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_6,Honda Civic FM Championship - Club Series - Round 6: Castle Combe,255,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
honda_civic_fm_club_round_7,Honda Civic FM Championship - Club Series - Round 7: Oulton Park- Finale,283,150,500,1,1,day,race;championship;honda;civic;club,./html/event.html,license_basic,honda_civic,honda_civic_fm_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_1,Ford Fiesta ST150 Championship - National Series - Round 1: Castle Combe,93,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_2,Ford Fiesta ST150 Championship - National Series - Round 2: Thruxton,121,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_3,Ford Fiesta ST150 Championship - National Series - Round 3: Cadwell Park,149,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_4,Ford Fiesta ST150 Championship - National Series - Round 4: Snetterton (200),177,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_5,Ford Fiesta ST150 Championship - National Series - Round 5: Croft,205,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_6,Ford Fiesta ST150 Championship - National Series - Round 6: Anglesey (Coastal),233,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_7,Ford Fiesta ST150 Championship - National Series - Round 7: Mondello Park (International),261,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_national_round_8,Ford Fiesta ST150 Championship - National Series - Round 8: Brands Hatch (Indy)- Finale,289,250,750,2,2,day,race;championship;ford;fiesta;national,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_1,Ford Fiesta ST150 Championship - Club Series - Round 1: Mallory Park,101,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_2,Ford Fiesta ST150 Championship - Club Series - Round 2: Pembrey,129,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_3,Ford Fiesta ST150 Championship - Club Series - Round 3: Aintree,164,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_4,Ford Fiesta ST150 Championship - Club Series - Round 4: Mondello Park (National),192,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_5,Ford Fiesta ST150 Championship - Club Series - Round 5: Aintree,220,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_6,Ford Fiesta ST150 Championship - Club Series - Round 6: Castle Combe,255,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
ford_fiesta_st150_club_round_7,Ford Fiesta ST150 Championship - Club Series - Round 7: Oulton Park- Finale,283,150,500,1,1,day,race;championship;ford;fiesta;club,./html/event.html,license_basic,ford_fiesta_st150,ford_fiesta_st150_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_1,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 1: Silverstone (National),93,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_2,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 2: Donington Park,121,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_3,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 3: Thruxton,149,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_4,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 4: Snetterton 300,177,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_5,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 5: Croft,205,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_6,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 6: Knockhill,233,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_7,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 7: Oulton Park,261,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_national_round_8,UK Amateur Hot Hatch Championship - National All-Comers Series - Round 8: Brands Hatch (GP)- Finale,289,250,750,2,2,day,race;championship;hot_hatch;all_comers;national,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_national,1:750;2:500;3:300,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_1,UK Amateur Hot Hatch Championship - Club Festival Series - Round 1: Mallory Park,115,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_2,UK Amateur Hot Hatch Championship - Club Festival Series - Round 2: Bedford Autodrome,143,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_3,UK Amateur Hot Hatch Championship - Club Festival Series - Round 3: Cadwell Park,171,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_4,UK Amateur Hot Hatch Championship - Club Festival Series - Round 4: Anglesey,199,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_5,UK Amateur Hot Hatch Championship - Club Festival Series - Round 5: Castle Combe,227,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
uk_amateur_hot_hatch_club_round_6,UK Amateur Hot Hatch Championship - Club Festival Series - Round 6: Pembrey- Finale,255,150,500,1,1,day,race;championship;hot_hatch;all_comers;club,./html/event.html,license_basic,honda_civic;ford_fiesta_st150,uk_amateur_hot_hatch_club,1:500;2:350;3:200,race,manual,1.0,,,,,,,,,,,,
