id,type,name,price,cost_1,cost_2,cost_3,cost_4,cost_5,cost_6,cost_7,cost_8,cost_9,cost_10,cost_11,cost_12,cost_13,cost_14,cost_15,service_1_interval_days,service_2_interval_days,service_3_interval_days,service_4_interval_days,service_5_interval_days,service_6_interval_days,service_7_interval_days,service_8_interval_days,service_9_interval_days,service_10_interval_days,service_11_interval_days,service_12_interval_days,service_13_interval_days,service_14_interval_days,service_15_interval_days,resale_initial_percent,resale_annual_percent,resale_min_percent,description_html,license_level,license_previous_id,requires_object_ids,license_fee,lifetime_days,availability_days,image_path
telescope_brass,artifact,Messing-Teleskop,90,telescope_calibrate,telescope_repair,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
telescope_silver,artifact,Silber-Teleskop,300,telescope_calibrate,telescope_repair,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
robe_standard,equipment,Standard-Schulroben,80,robe_patch,robe_new,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,2000,0,
robe_fine,equipment,Feine Festroben,250,robe_patch,robe_new,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,2000,0,
robe_duelling,equipment,Duellierroben,400,robe_patch,robe_new,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,2000,0,
gloves_dragonhide,equipment,Drachenhaut-Handschuhe,120,herbology_gloves,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,1000,0,
gloves_standard,equipment,Standard-Kräuterkunde-Handschuhe,25,herbology_gloves,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,1000,0,
secateurs_silver,equipment,Silberne Gartenschere,60,herbology_secateurs,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,1000,0,
broom_cleansweep,artifact,Cleansweep Elf,400,broom_kit,broom_annual,quidditch_broom_repair,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
broom_comet,artifact,Komet 260,900,broom_kit,broom_annual,quidditch_broom_repair,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
broom_nimbus,artifact,Nimbus 2000,1800,broom_kit,broom_annual,quidditch_broom_repair,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
broom_firebolt,artifact,Feuerblitz,4500,broom_kit,broom_annual,quidditch_broom_repair,quidditch_broom_major,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
quidditch_kit,equipment,Quidditch-Spielausrüstung,200,quidditch_pads,quidditch_kit_new,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,1000,0,
owl_tawny,creature,Waldkauz,120,owl_feed,owl_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
owl_barn,creature,Schleiereule,180,owl_feed,owl_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
owl_snowy,creature,Schnee-Eule,280,owl_feed,owl_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
cat_tabby,creature,Getigerte Katze,90,cat_feed,cat_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
cat_kneazle,creature,Kneazle,350,cat_feed,cat_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
toad_common,creature,Gewöhnliche Kröte,25,toad_feed,toad_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
toad_giant,creature,Riesenkröte,140,toad_feed,toad_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
rat_common,creature,Gewöhnliche Ratte,15,cat_feed,cat_vet,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,0,,,,0,0,
license_apprentice,license,Lehrlings-Zauberstab-Erlaubnis,100,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,1,,wand_ash,100,0,0,
license_journeyman,license,Gesellen-Magier-Lizenz,500,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,2,license_apprentice,,500,0,0,
license_master,license,Meister-der-Arkanen-Lizenz,2000,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.9,0.1,,3,license_journeyman,,2000,0,0,
